chr1,7518245360,32.6198
chr2,7909296563,32.8803
chr3,6480406968,32.7128
chr4,6229379967,32.8289
chr5,5825997031,32.5505
chr6,5531773508,32.5248
chr7,5086308588,31.9954
chr8,4672529516,32.276
chr9,3792148423,31.1366
chr10,4357283190,32.6969
chr11,4318978954,32.1033
chr12,4316476750,32.4211
chr13,3236882873,33.0351
chr14,2889097540,32.6385
chr15,2643113946,31.2272
chr16,2711401633,33.1443
chr17,2592195973,31.2613
chr18,2495332766,31.1568
chr19,1813368141,32.5172
chr20,2062463494,32.2541
chr21,1246931395,32.7807
chr22,1206687276,32.5498
chrX,4771587992,30.8057
chrY,32643667,1.38108
chrM,28539194,1722.55
chr1_KI270706v1_random,6373662,36.4095
chr1_KI270707v1_random,1037947,32.4034
chr1_KI270708v1_random,4558341,35.7007
chr1_KI270709v1_random,13936184,208.438
chr1_KI270710v1_random,1847263,45.9793
chr1_KI270711v1_random,3973438,94.135
chr1_KI270712v1_random,4191460,23.8093
chr1_KI270713v1_random,3536098,86.7861
chr1_KI270714v1_random,3210319,76.9547
chr2_KI270715v1_random,2294757,14.2116
chr2_KI270716v1_random,818828,5.32401
chr3_GL000221v1_random,4310897,27.7412
chr4_GL000008v2_random,8976316,42.8037
chr5_GL000208v1_random,3940662,42.5149
chr9_KI270717v1_random,469874,11.7287
chr9_KI270718v1_random,735280,19.322
chr9_KI270719v1_random,7169451,40.5409
chr9_KI270720v1_random,2055683,52.6423
chr11_KI270721v1_random,359845,3.58711
chr14_GL000009v2_random,8993524,44.5866
chr14_GL000225v1_random,35532611,168.263
chr14_KI270722v1_random,3870978,19.9484
chr14_GL000194v1_random,12458271,65.0668
chr14_KI270723v1_random,1368778,35.9118
chr14_KI270724v1_random,2166596,54.7743
chr14_KI270725v1_random,6052932,35.0265
chr14_KI270726v1_random,690464,15.786
chr15_KI270727v1_random,20592,0.0459389
chr16_KI270728v1_random,2674259,1.70036
chr17_GL000205v2_random,14372754,77.4432
chr17_KI270729v1_random,17999850,66.7943
chr17_KI270730v1_random,4357954,40.8883
chr22_KI270731v1_random,1114241,7.39112
chr22_KI270732v1_random,3065971,73.8024
chr22_KI270733v1_random,29981158,166.773
chr22_KI270734v1_random,2149610,13.024
chr22_KI270735v1_random,5475689,127.904
chr22_KI270736v1_random,5239103,30.8842
chr22_KI270737v1_random,1671429,16.1605
chr22_KI270738v1_random,3368718,35.1567
chr22_KI270739v1_random,355681,4.91116
chrY_KI270740v1_random,0,0
chrUn_KI270302v1,46233,20.3311
chrUn_KI270304v1,6928,3.2
chrUn_KI270303v1,68320,35.1802
chrUn_KI270305v1,27090,18.4035
chrUn_KI270322v1,53869,8.67735
chrUn_KI270320v1,134646,30.4905
chrUn_KI270310v1,90251,75.1465
chrUn_KI270316v1,5644,3.90859
chrUn_KI270315v1,22416,9.84886
chrUn_KI270312v1,9035,9.05311
chrUn_KI270311v1,111593,37.6241
chrUn_KI270317v1,30397,8.38769
chrUn_KI270412v1,47030,39.8897
chrUn_KI270411v1,241739,91.3602
chrUn_KI270414v1,52762,21.1981
chrUn_KI270419v1,27581,26.8037
chrUn_KI270418v1,91216,42.5249
chrUn_KI270420v1,115571,49.7936
chrUn_KI270424v1,95661,44.7014
chrUn_KI270417v1,36966,18.094
chrUn_KI270422v1,53841,37.2602
chrUn_KI270423v1,28858,29.4169
chrUn_KI270425v1,22592,11.9915
chrUn_KI270429v1,116692,85.7399
chrUn_KI270442v1,31056061,83.7025
chrUn_KI270466v1,4035052,3272.55
chrUn_KI270465v1,578544,326.124
chrUn_KI270467v1,14822011,3781.13
chrUn_KI270435v1,5551187,59.7531
chrUn_KI270438v1,97413857,1159.54
chrUn_KI270468v1,268265,66.1566
chrUn_KI270510v1,234692,97.181
chrUn_KI270509v1,369005,159.191
chrUn_KI270518v1,261059,119.423
chrUn_KI270508v1,303778,155.704
chrUn_KI270516v1,208216,160.166
chrUn_KI270512v1,1116784,49.2214
chrUn_KI270519v1,9181680,66.6944
chrUn_KI270522v1,164633,29.0153
chrUn_KI270511v1,494467,60.8425
chrUn_KI270515v1,1041145,163.676
chrUn_KI270507v1,668824,124.944
chrUn_KI270517v1,481092,147.892
chrUn_KI270529v1,92492,48.7056
chrUn_KI270528v1,22560,7.56286
chrUn_KI270530v1,49716,22.9317
chrUn_KI270539v1,2576,2.59416
chrUn_KI270538v1,6288018,98.8263
chrUn_KI270544v1,98196,81.6938
chrUn_KI270548v1,300,0.187617
chrUn_KI270583v1,136712,97.6514
chrUn_KI270587v1,87662,29.5258
chrUn_KI270580v1,167793,108.044
chrUn_KI270581v1,70147,9.95558
chrUn_KI270579v1,338614,10.9114
chrUn_KI270589v1,1680714,47.4832
chrUn_KI270590v1,987954,210.876
chrUn_KI270584v1,596126,132.091
chrUn_KI270582v1,173756,26.7153
chrUn_KI270588v1,614730,99.8262
chrUn_KI270593v1,273723,90.0108
chrUn_KI270591v1,908648,156.772
chrUn_KI270330v1,438225,265.269
chrUn_KI270329v1,6181,5.94327
chrUn_KI270334v1,2968,2.16959
chrUn_KI270333v1,6211963,2301.58
chrUn_KI270335v1,279,0.266221
chrUn_KI270338v1,0,0
chrUn_KI270340v1,26939,18.8648
chrUn_KI270336v1,798297,778.067
chrUn_KI270337v1,4259780,3799.98
chrUn_KI270363v1,31100,17.249
chrUn_KI270364v1,23421,8.2035
chrUn_KI270362v1,92880,26.3116
chrUn_KI270366v1,137683,16.5484
chrUn_KI270378v1,7918,7.55534
chrUn_KI270379v1,0,0
chrUn_KI270389v1,28024,21.5901
chrUn_KI270390v1,17735,7.42983
chrUn_KI270387v1,17985,11.7014
chrUn_KI270395v1,9016,7.88801
chrUn_KI270396v1,9099,4.83989
chrUn_KI270388v1,9173,7.54359
chrUn_KI270394v1,17507,18.0485
chrUn_KI270386v1,51928,29.0425
chrUn_KI270391v1,1827,1.23113
chrUn_KI270383v1,34400,19.6571
chrUn_KI270393v1,11079,8.47018
chrUn_KI270384v1,24451,14.7473
chrUn_KI270392v1,5446,5.60865
chrUn_KI270381v1,35782,18.5399
chrUn_KI270385v1,10872,10.9818
chrUn_KI270382v1,44025,10.4448
chrUn_KI270376v1,1205,1.06074
chrUn_KI270374v1,9403,3.54029
chrUn_KI270372v1,2188,1.32606
chrUn_KI270373v1,0,0
chrUn_KI270375v1,2406,1.01177
chrUn_KI270371v1,3311,1.18039
chrUn_KI270448v1,506462,63.3711
chrUn_KI270521v1,239550,31.3465
chrUn_GL000195v1,8958306,48.9803
chrUn_GL000219v1,4293250,23.9581
chrUn_GL000220v1,13758164,85.0309
chrUn_GL000224v1,20065776,111.667
chrUn_KI270741v1,177181,1.13855
chrUn_GL000226v1,1822367,121.426
chrUn_GL000213v1,1219668,7.42618
chrUn_KI270743v1,6777532,32.1732
chrUn_KI270744v1,16344246,97.0146
chrUn_KI270745v1,226973,5.41818
chrUn_KI270746v1,4804606,72.2649
chrUn_KI270747v1,1840609,9.26162
chrUn_KI270748v1,166025,1.77907
chrUn_KI270749v1,7130537,44.9142
chrUn_KI270750v1,7098044,47.6859
chrUn_KI270751v1,7517437,49.8696
chrUn_KI270752v1,291,0.0104884
chrUn_KI270753v1,1858469,29.5258
chrUn_KI270754v1,2903202,72.2351
chrUn_KI270755v1,303024,8.25161
chrUn_KI270756v1,1098883,13.8183
chrUn_KI270757v1,5924303,95.7835
chrUn_GL000214v1,7008103,50.8873
chrUn_KI270742v1,10848806,58.0961
chrUn_GL000216v2,23417786,132.775
chrUn_GL000218v1,8530730,52.9376
chr1_KI270762v1_alt,10526807,34.5772
chr1_KI270766v1_alt,4300881,16.7826
chr1_KI270760v1_alt,3729175,34.0477
chr1_KI270765v1_alt,3738641,20.1778
chr1_GL383518v1_alt,5352519,29.3387
chr1_GL383519v1_alt,2843666,25.7887
chr1_GL383520v2_alt,12958521,35.3498
chr1_KI270764v1_alt,1750236,34.825
chr1_KI270763v1_alt,32374648,35.5118
chr1_KI270759v1_alt,15467079,36.3417
chr1_KI270761v1_alt,5395925,32.5381
chr2_KI270770v1_alt,4856457,35.6463
chr2_KI270773v1_alt,2480176,34.9877
chr2_KI270774v1_alt,7746414,34.6402
chr2_KI270769v1_alt,4510608,37.3964
chr2_GL383521v1_alt,4928453,34.371
chr2_KI270772v1_alt,16633915,125.028
chr2_KI270775v1_alt,4700999,34.0605
chr2_KI270771v1_alt,3800984,34.4308
chr2_KI270768v1_alt,3785872,34.3861
chr2_GL582966v2_alt,3511328,36.5265
chr2_GL383522v1_alt,3760524,30.3706
chr2_KI270776v1_alt,6526840,37.4748
chr2_KI270767v1_alt,5451919,33.7417
chr3_JH636055v2_alt,6194463,35.7749
chr3_KI270783v1_alt,3980094,36.4521
chr3_KI270780v1_alt,8040610,35.8783
chr3_GL383526v1_alt,6528089,36.1325
chr3_KI270777v1_alt,6156016,35.4509
chr3_KI270778v1_alt,9020820,36.3373
