TUMOR MAPPING/ALIGNING SUMMARY,,Total input reads,1930842890,100.00
TUMOR MAPPING/ALIGNING SUMMARY,,Number of duplicate marked reads,235969083,12.22
TUMOR MAPPING/ALIGNING SUMMARY,,Number of duplicate marked and mate reads removed,NA
TUMOR MAPPING/ALIGNING SUMMARY,,Number of unique reads (excl. duplicate marked reads),1694873807,87.78
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with mate sequenced,1930842890,100.00
TUMOR MAPPING/ALIGNING SUMMARY,,Reads without mate sequenced,0,0.00
TUMOR MAPPING/ALIGNING SUMMARY,,QC-failed reads,0,0.00
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads,1888337356,97.80
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads R1,946084185,98.00
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads R2,942253171,97.60
TUMOR MAPPING/ALIGNING SUMMARY,,Number of unique & mapped reads (excl. duplicate marked reads),1652368273,85.58
TUMOR MAPPING/ALIGNING SUMMARY,,Unmapped reads,42505534,2.20
TUMOR MAPPING/ALIGNING SUMMARY,,Singleton reads (itself mapped; mate unmapped),4572332,0.24
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads (itself & mate mapped),1883765024,97.56
TUMOR MAPPING/ALIGNING SUMMARY,,Properly paired reads,1840748958,95.33
TUMOR MAPPING/ALIGNING SUMMARY,,Not properly paired reads (discordant),43016066,2.23
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes,32290998,1.71
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes (MAPQ>=10),17454583,0.93
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [40:inf),1747759841,90.52
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [30:40),7692665,0.40
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [20:30),17927682,0.93
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [10:20),23820840,1.23
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [ 0:10),91136328,4.72
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ NA (Unmapped reads),42505534,2.20
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with indel R1,31535036,3.33
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with indel R2,30584277,3.25
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases,290181893062
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases R1,145121452458
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases R2,145060440604
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped bases R1,142266546153
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped bases R2,141648090009
TUMOR MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R1,1153973168,0.81
TUMOR MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R2,2677644321,1.88
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R1,667907060,0.47
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R2,898153896,0.63
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R1 (excl. indels),574774173,0.40
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R2 (excl. indels),808208759,0.57
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases,266230948870,91.75
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases R1,135294917683,93.23
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases R2,130936031187,90.26
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases (excl. dups & clipped bases),239568398315
TUMOR MAPPING/ALIGNING SUMMARY,,Total alignments,1940625626
TUMOR MAPPING/ALIGNING SUMMARY,,Secondary alignments,0
TUMOR MAPPING/ALIGNING SUMMARY,,Supplementary (chimeric) alignments,52288270
TUMOR MAPPING/ALIGNING SUMMARY,,Estimated read length,150.29
TUMOR MAPPING/ALIGNING SUMMARY,,Bases in reference genome,3217346917
TUMOR MAPPING/ALIGNING SUMMARY,,Bases in target bed [% of genome],NA
TUMOR MAPPING/ALIGNING SUMMARY,,Average sequenced coverage over genome,90.19
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: mean,577.50
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: median,573.00
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: standard deviation,139.23
TUMOR MAPPING/ALIGNING SUMMARY,,Provided sex chromosome ploidy,NA
TUMOR MAPPING/ALIGNING SUMMARY,,DRAGEN mapping rate [mil. reads/second],0.83
NORMAL MAPPING/ALIGNING SUMMARY,,Total input reads,955056222,100.00
NORMAL MAPPING/ALIGNING SUMMARY,,Number of duplicate marked reads,102382351,10.72
NORMAL MAPPING/ALIGNING SUMMARY,,Number of duplicate marked and mate reads removed,NA
NORMAL MAPPING/ALIGNING SUMMARY,,Number of unique reads (excl. duplicate marked reads),852673871,89.28
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with mate sequenced,955056222,100.00
NORMAL MAPPING/ALIGNING SUMMARY,,Reads without mate sequenced,0,0.00
NORMAL MAPPING/ALIGNING SUMMARY,,QC-failed reads,0,0.00
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads,931971348,97.58
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads R1,466913498,97.78
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads R2,465057850,97.39
NORMAL MAPPING/ALIGNING SUMMARY,,Number of unique & mapped reads (excl. duplicate marked reads),829588997,86.86
NORMAL MAPPING/ALIGNING SUMMARY,,Unmapped reads,23084874,2.42
NORMAL MAPPING/ALIGNING SUMMARY,,Singleton reads (itself mapped; mate unmapped),2283602,0.24
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads (itself & mate mapped),929687746,97.34
NORMAL MAPPING/ALIGNING SUMMARY,,Properly paired reads,907610652,95.03
NORMAL MAPPING/ALIGNING SUMMARY,,Not properly paired reads (discordant),22077094,2.31
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes,16705426,1.80
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes (MAPQ>=10),9149815,0.98
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [40:inf),859481399,89.99
