chr1,10094396719,43.7971
chr2,10525116090,43.7547
chr3,8696682787,43.9004
chr4,8373976247,44.131
chr5,7828150226,43.7368
chr6,7446654804,43.7836
chr7,6807060952,42.8197
chr8,6289512596,43.4454
chr9,5068301394,41.6149
chr10,5804147837,43.5541
chr11,5784763144,42.9986
chr12,5786260931,43.4607
chr13,4348110450,44.3761
chr14,3882051297,43.856
chr15,3540429370,41.8286
chr16,3546818013,43.3565
chr17,3406955698,41.0872
chr18,3359914552,41.9519
chr19,2353936124,42.2107
chr20,2758163785,43.1339
chr21,1671491940,43.942
chr22,1570305641,42.3583
chrX,3325631368,21.4705
chrY,451442288,19.0995
chrM,81252726,4904.2
chr1_KI270706v1_random,8618146,49.2311
chr1_KI270707v1_random,1476364,46.0903
chr1_KI270708v1_random,5563857,43.5759
chr1_KI270709v1_random,45809639,685.158
chr1_KI270710v1_random,2369102,58.9681
chr1_KI270711v1_random,2094798,49.628
chr1_KI270712v1_random,4697011,26.681
chr1_KI270713v1_random,3421046,83.9623
chr1_KI270714v1_random,1525386,36.5651
chr2_KI270715v1_random,1800997,11.1537
chr2_KI270716v1_random,1482286,9.63781
chr3_GL000221v1_random,5662021,36.4358
chr4_GL000008v2_random,12419636,59.2232
chr5_GL000208v1_random,5224069,56.3613
chr9_KI270717v1_random,610008,15.2266
chr9_KI270718v1_random,836450,21.9806
chr9_KI270719v1_random,8115115,45.8883
chr9_KI270720v1_random,2480012,63.5086
chr11_KI270721v1_random,369958,3.68793
chr14_GL000009v2_random,14724662,72.9995
chr14_GL000225v1_random,21727233,102.888
chr14_KI270722v1_random,10681778,55.0465
chr14_GL000194v1_random,10274311,53.6604
chr14_KI270723v1_random,2911386,76.3843
chr14_KI270724v1_random,2982503,75.4014
chr14_KI270725v1_random,5844540,33.8206
chr14_KI270726v1_random,1101633,25.1865
chr15_KI270727v1_random,17744,0.0395852
chr16_KI270728v1_random,15980672,10.1609
chr17_GL000205v2_random,19184411,103.369
chr17_KI270729v1_random,19177689,71.165
chr17_KI270730v1_random,4283906,40.1935
chr22_KI270731v1_random,1413309,9.37494
chr22_KI270732v1_random,6192407,149.06
chr22_KI270733v1_random,51715081,287.67
chr22_KI270734v1_random,1022531,6.19528
chr22_KI270735v1_random,5434565,126.943
chr22_KI270736v1_random,12290056,72.4492
chr22_KI270737v1_random,2122175,20.5186
chr22_KI270738v1_random,4783988,49.9268
chr22_KI270739v1_random,351570,4.8544
chrY_KI270740v1_random,471494,12.661
chrUn_KI270302v1,59403,26.1227
chrUn_KI270304v1,14960,6.90993
chrUn_KI270303v1,69559,35.8182
chrUn_KI270305v1,60136,40.8533
chrUn_KI270322v1,335717,54.0781
chrUn_KI270320v1,960747,217.56
chrUn_KI270310v1,72774,60.5945
chrUn_KI270316v1,21820,15.1108
chrUn_KI270315v1,47294,20.7794
chrUn_KI270312v1,31978,32.0421
chrUn_KI270311v1,120488,40.6231
chrUn_KI270317v1,93267,25.7359
chrUn_KI270412v1,31793,26.9661
chrUn_KI270411v1,107603,40.6663
chrUn_KI270414v1,32197,12.9357
chrUn_KI270419v1,52563,51.0816
chrUn_KI270418v1,227426,106.026
chrUn_KI270420v1,166878,71.8992
chrUn_KI270424v1,27427,12.8164
chrUn_KI270417v1,102797,50.3167
chrUn_KI270422v1,109247,75.6035
chrUn_KI270423v1,34594,35.264
chrUn_KI270425v1,8961,4.75637
chrUn_KI270429v1,209819,154.165
chrUn_KI270442v1,36577839,98.5849
chrUn_KI270466v1,16496294,13379
chrUn_KI270465v1,187015,105.42
chrUn_KI270467v1,64808672,16532.8
chrUn_KI270435v1,6569104,70.71
chrUn_KI270438v1,126286321,1503.21
chrUn_KI270468v1,310838,76.6555
chrUn_KI270510v1,256728,106.306
chrUn_KI270509v1,431532,186.166
chrUn_KI270518v1,317142,145.079
chrUn_KI270508v1,400162,205.106
chrUn_KI270516v1,225770,173.669
chrUn_KI270512v1,1070933,47.2005
chrUn_KI270519v1,8811154,64.0029
chrUn_KI270522v1,222360,39.1893
chrUn_KI270511v1,463127,56.9862
chrUn_KI270515v1,1065287,167.472
chrUn_KI270507v1,698700,130.525
