chr1	249250621	78601831	150881
chr2	243199373	82722509	155234
chr3	198022430	63802613	117782
chr4	191154276	66724662	121458
chr5	180915260	58510886	106576
chr6	171115067	55831331	103308
chr7	159138663	52620416	101969
chr8	146364022	51483638	99444
chr9	141213431	39922958	76910
chr10	135534747	54107580	104045
chr11	135006516	43808519	86609
chr12	133851895	42616251	80228
chr13	115169878	31369029	56828
chr14	107349540	28997187	55188
chr15	102531392	27271639	53505
chr16	90354753	29302817	60623
chr17	81195210	26395120	56957
chr18	78077248	26117123	48799
chr19	59128983	19106488	41820
chr20	63025520	19791595	42361
chr21	48129895	13509727	35536
chr22	51304566	11547562	38114
chrX	155270560	26157726	54102
chrY	59373566	9417332	27201
chrM	16569	609831	1640
*	0	0	954000
