chr1	249250621	56531009	100280
chr2	243199373	59196021	102410
chr3	198022430	45782730	77044
chr4	191154276	47359566	79721
chr5	180915260	41971130	70304
chr6	171115067	40591246	68248
chr7	159138663	37934617	67954
chr8	146364022	36669120	65047
chr9	141213431	29175196	51917
chr10	135534747	37831177	67392
chr11	135006516	31982283	57987
chr12	133851895	30820316	54083
chr13	115169878	22355477	37004
chr14	107349540	20998651	36821
chr15	102531392	19388646	34436
chr16	90354753	20815239	40193
chr17	81195210	20080603	39924
chr18	78077248	18425854	31950
chr19	59128983	14592448	29187
chr20	63025520	14654963	28909
chr21	48129895	9643980	19861
chr22	51304566	8666757	18964
chrX	155270560	36334028	63049
chrY	59373566	2009202	10496
chrM	16569	548894	1299
*	0	0	570608
