chr1	249250621	140186786	237213
chr2	243199373	164191100	270384
chr3	198022430	113780056	187143
chr4	191154276	130706319	208754
chr5	180915260	116761608	183958
chr6	171115067	111860426	181878
chr7	159138663	104915334	180557
chr8	146364022	103780213	176292
chr9	141213431	80208926	135002
chr10	135534747	104789045	176275
chr11	135006516	88197141	155740
chr12	133851895	85004462	140994
chr13	115169878	62881076	99188
chr14	107349540	58204723	97257
chr15	102531392	53780297	91382
chr16	90354753	59418678	107151
chr17	81195210	51020688	98044
chr18	78077248	50491198	82308
chr19	59128983	37381778	72859
chr20	63025520	39457090	73880
chr21	48129895	26586691	75759
chr22	51304566	23734562	91765
chrX	155270560	51830626	94785
chrY	59373566	20466307	50837
chrM	16569	3423494	9967
*	0	0	2036468
