chr1	249250621	123124511	214302
chr2	243199373	134096056	227650
chr3	198022430	88299533	147388
chr4	191154276	93738643	154926
chr5	180915260	94947898	155260
chr6	171115067	91562358	150640
chr7	159138663	85411594	148615
chr8	146364022	81060405	139812
chr9	141213431	64231954	111762
chr10	135534747	86253158	147597
chr11	135006516	52090377	95333
chr12	133851895	69534886	118311
chr13	115169878	50022573	80764
chr14	107349540	47587672	81448
chr15	102531392	43525877	76553
chr16	90354753	45773664	87391
chr17	81195210	42047831	83925
chr18	78077248	40950347	68869
chr19	59128983	32902951	65260
chr20	63025520	33022655	63326
chr21	48129895	21641311	43165
chr22	51304566	19747104	42742
chrX	155270560	81416156	137046
chrY	59373566	4229022	21772
chrM	16569	3782569	8392
*	0	0	1295174
