1	249250621	57921322	117447
2	243199373	60488741	120745
3	198022430	46950762	92547
4	191154276	48571674	92494
5	180915260	43064727	83978
6	171115067	41046086	80766
7	159138663	39319761	79883
8	146364022	38398683	76622
9	141213431	29586393	60329
10	135534747	37388890	75825
11	135006516	32544094	67866
12	133851895	31521205	63685
13	115169878	23085554	44866
14	107349540	21420536	43480
15	102531392	20244635	41486
16	90354753	21702093	46139
17	81195210	19887340	44750
18	78077248	19334844	38142
19	59128983	14575884	32298
20	63025520	14751707	33213
21	48129895	9763210	22442
22	51304566	8651389	21022
X	155270560	36686647	73617
Y	59373566	1993388	10091
MT	16569	208512	780
GL000207.1	4262	1647	31
GL000226.1	15008	1493314	2017
GL000229.1	19913	23069	86
GL000231.1	27386	30268	73
GL000210.1	27682	2957	15
GL000239.1	33824	20952	46
GL000235.1	34474	23491	73
GL000201.1	36148	4773	13
GL000247.1	36422	9888	19
GL000245.1	36651	21327	25
GL000197.1	37175	4800	19
GL000203.1	37498	13724	19
GL000246.1	38154	4907	12
GL000249.1	38502	4572	17
GL000196.1	38914	5033	11
GL000248.1	39786	4924	9
GL000244.1	39929	9326	29
GL000238.1	39939	4581	2
GL000202.1	40103	7678	21
GL000234.1	40531	51188	128
GL000232.1	40652	65533	131
GL000206.1	41001	5988	13
GL000240.1	41933	6591	16
GL000236.1	41934	7830	17
GL000241.1	42152	57394	125
GL000243.1	43341	19073	47
GL000242.1	43523	4192	12
GL000230.1	43691	16632	35
GL000237.1	45867	34398	67
GL000233.1	45941	17947	24
GL000204.1	81310	16703	157
GL000198.1	90085	125377	213
GL000208.1	92689	133518	210
GL000191.1	106433	15686	29
GL000227.1	128374	13959	27
GL000228.1	129120	306036	697
GL000214.1	137718	288776	527
GL000221.1	155397	93061	136
GL000209.1	159169	24853	49
GL000218.1	161147	79101	138
GL000220.1	161802	2529251	8316
GL000213.1	164239	24306	46
GL000211.1	166566	48451	103
GL000199.1	169874	1658472	2154
GL000217.1	172149	78401	195
GL000216.1	172294	751433	2445
GL000215.1	172545	15898	37
GL000205.1	174588	157003	285
GL000219.1	179198	92757	319
GL000224.1	179693	278223	569
GL000223.1	180455	21143	50
GL000195.1	182896	174317	303
GL000212.1	186858	109390	2025
GL000222.1	186861	61518	316
GL000200.1	187035	13380	21
GL000193.1	189789	152025	316
GL000194.1	191469	123517	270
GL000225.1	211173	755718	2821
GL000192.1	547496	128800	246
*	0	0	646754
