chr1,7479442071,32.4514
chr2,7817905699,32.5004
chr3,6466055163,32.6403
chr4,6202429597,32.6869
chr5,5808999533,32.4556
chr6,5531529103,32.5234
chr7,5086956110,31.9994
chr8,4672342014,32.2747
chr9,3786174083,31.0876
chr10,4338939063,32.5592
chr11,4317873785,32.0951
chr12,4309357320,32.3676
chr13,3235837704,33.0244
chr14,2887216067,32.6172
chr15,2640332532,31.1944
chr16,2671316533,32.6543
chr17,2584406240,31.1674
chr18,2487292795,31.0564
chr19,1813224498,32.5146
chr20,2052850466,32.1038
chr21,1240801985,32.6196
chr22,1201694633,32.4152
chrX,4770162584,30.7965
chrY,22297588,0.94336
chrM,28211488,1702.77
chr1_KI270706v1_random,6192880,35.3768
chr1_KI270707v1_random,1004093,31.3466
chr1_KI270708v1_random,4473529,35.0365
chr1_KI270709v1_random,12080029,180.676
chr1_KI270710v1_random,1783540,44.3932
chr1_KI270711v1_random,3905444,92.5241
chr1_KI270712v1_random,3996185,22.7001
chr1_KI270713v1_random,3485084,85.534
chr1_KI270714v1_random,3180586,76.242
chr2_KI270715v1_random,2300751,14.2487
chr2_KI270716v1_random,833797,5.42134
chr3_GL000221v1_random,4226785,27.1999
chr4_GL000008v2_random,8477118,40.4232
chr5_GL000208v1_random,3737898,40.3273
chr9_KI270717v1_random,460027,11.4829
chr9_KI270718v1_random,675665,17.7554
chr9_KI270719v1_random,7069305,39.9746
chr9_KI270720v1_random,1889637,48.3902
chr11_KI270721v1_random,356579,3.55456
chr14_GL000009v2_random,8719886,43.23
chr14_GL000225v1_random,19077983,90.3429
chr14_KI270722v1_random,3780329,19.4812
chr14_GL000194v1_random,12150929,63.4616
chr14_KI270723v1_random,1289654,33.8359
chr14_KI270724v1_random,2048472,51.7879
chr14_KI270725v1_random,5937134,34.3564
chr14_KI270726v1_random,688362,15.7379
chr15_KI270727v1_random,22102,0.0493075
chr16_KI270728v1_random,2324831,1.47819
chr17_GL000205v2_random,14281274,76.9502
chr17_KI270729v1_random,15169861,56.2927
chr17_KI270730v1_random,3245882,30.4543
chr22_KI270731v1_random,1093220,7.25168
chr22_KI270732v1_random,2996225,72.1235
chr22_KI270733v1_random,29212464,162.497
chr22_KI270734v1_random,2119122,12.8393
chr22_KI270735v1_random,4649626,108.608
chr22_KI270736v1_random,3357573,19.7927
chr22_KI270737v1_random,1565559,15.1369
chr22_KI270738v1_random,3209714,33.4973
