chr1	249250621	108856308	173003
chr2	243199373	138808732	211685
chr3	198022430	89886850	137787
chr4	191154276	111387427	165047
chr5	180915260	98976960	145271
chr6	171115067	94821972	140542
chr7	159138663	88457926	139965
chr8	146364022	85125187	132629
chr9	141213431	68998195	108728
chr10	135534747	87556804	139478
chr11	135006516	76415754	124202
chr12	133851895	72832209	111900
chr13	115169878	36189922	54972
chr14	107349540	39952842	65039
chr15	102531392	48239171	76021
chr16	90354753	51307798	86775
chr17	81195210	47470341	84195
chr18	78077248	43576380	65480
chr19	59128983	34749733	63048
chr20	63025520	34887017	60577
chr21	48129895	22840848	53019
chr22	51304566	13892588	48239
chrX	155270560	43840738	74525
chrY	59373566	14937143	37169
chrM	16569	1912068	3839
*	0	0	1447730
