chr1,14482295685,62.8351
chr2,14591627927,60.6599
chr3,10029072711,50.6263
chr4,12191704688,64.2505
chr5,11398108567,63.6826
chr6,9464263671,55.6464
chr7,10110047542,63.5972
chr8,9135377959,63.1035
chr9,7415955221,60.8911
chr10,8482937590,63.6556
chr11,7340108734,54.5596
chr12,8496815486,63.8197
chr13,6342781123,64.7334
chr14,5631986590,63.6253
chr15,5003646242,59.1159
chr16,5145588300,62.8999
chr17,6180596622,74.5367
chr18,4829120763,60.2965
chr19,3449678960,61.8595
chr20,4002576851,62.5948
chr21,2384999148,62.6995
chr22,2295002988,61.9067
chrX,10809013729,69.7837
chrY,42382874,1.79312
chrM,205334848,12393.5
chr1_KI270706v1_random,16620617,94.9451
chr1_KI270707v1_random,2695998,84.1658
chr1_KI270708v1_random,11989136,93.8984
chr1_KI270709v1_random,34761334,519.912
chr1_KI270710v1_random,4647727,115.684
chr1_KI270711v1_random,4068253,96.3813
chr1_KI270712v1_random,10633363,60.4021
chr1_KI270713v1_random,3209002,78.7582
chr1_KI270714v1_random,2376494,56.967
chr2_KI270715v1_random,3922352,24.2914
chr2_KI270716v1_random,1450701,9.43245
chr3_GL000221v1_random,7774103,50.0274
chr4_GL000008v2_random,16511064,78.7332
chr5_GL000208v1_random,7324576,79.0231
chr9_KI270717v1_random,888751,22.1844
chr9_KI270718v1_random,1275068,33.5068
chr9_KI270719v1_random,13916062,78.6907
chr9_KI270720v1_random,3772662,96.6111
chr11_KI270721v1_random,589082,5.87226
chr14_GL000009v2_random,17059376,84.5742
chr14_GL000225v1_random,38004611,179.969
chr14_KI270722v1_random,8309393,42.8209
chr14_GL000194v1_random,23516313,122.82
chr14_KI270723v1_random,2556097,67.0628
chr14_KI270724v1_random,5110948,129.211
chr14_KI270725v1_random,11975882,69.3009
chr14_KI270726v1_random,1393502,31.8595
chr15_KI270727v1_random,49462,0.110345
chr16_KI270728v1_random,4577778,2.91067
chr17_GL000205v2_random,27092007,145.977
chr17_KI270729v1_random,28221148,104.724
chr17_KI270730v1_random,5933641,55.6721
chr22_KI270731v1_random,2133426,14.1517
chr22_KI270732v1_random,5837776,140.524
chr22_KI270733v1_random,52201418,290.376
chr22_KI270734v1_random,4081741,24.7303
chr22_KI270735v1_random,9196467,214.816
chr22_KI270736v1_random,6162500,36.3276
chr22_KI270737v1_random,2948673,28.5097
chr22_KI270738v1_random,6049422,63.1332
chr22_KI270739v1_random,640466,8.84341
chrY_KI270740v1_random,0,0
chrUn_KI270302v1,57716,25.3808
chrUn_KI270304v1,9884,4.56536
chrUn_KI270303v1,84516,43.5201
chrUn_KI270305v1,22181,15.0686
chrUn_KI270322v1,63744,10.268
chrUn_KI270320v1,168431,38.1411
chrUn_KI270310v1,102782,85.5804
chrUn_KI270316v1,3944,2.7313
chrUn_KI270315v1,19848,8.72056
chrUn_KI270312v1,6110,6.12224
chrUn_KI270311v1,174174,58.7235
chrUn_KI270317v1,26568,7.33113
chrUn_KI270412v1,66088,56.0543
chrUn_KI270411v1,417801,157.899
chrUn_KI270414v1,88934,35.7308
chrUn_KI270419v1,25210,24.4995
chrUn_KI270418v1,99348,46.3161
chrUn_KI270420v1,136208,58.6851
chrUn_KI270424v1,155033,72.4453
chrUn_KI270417v1,55313,27.0744
chrUn_KI270422v1,53702,37.164
chrUn_KI270423v1,19619,19.999
chrUn_KI270425v1,36542,19.396
chrUn_KI270429v1,212333,156.012
chrUn_KI270442v1,55992478,150.911
chrUn_KI270466v1,6583248,5339.21
chrUn_KI270465v1,785928,443.026
chrUn_KI270467v1,26161853,6673.94
chrUn_KI270435v1,9684359,104.243
chrUn_KI270438v1,137472431,1636.36
chrUn_KI270468v1,464227,114.483
chrUn_KI270510v1,463925,192.101
chrUn_KI270509v1,645746,278.579
chrUn_KI270518v1,457502,209.287
chrUn_KI270508v1,596520,305.751
chrUn_KI270516v1,367915,283.012
chrUn_KI270512v1,1954185,86.1292
chrUn_KI270519v1,16100571,116.952
chrUn_KI270522v1,280627,49.4584
chrUn_KI270511v1,861858,106.049
chrUn_KI270515v1,1855368,291.679
chrUn_KI270507v1,1250935,233.689
chrUn_KI270517v1,883588,271.622
chrUn_KI270529v1,113436,59.7346
chrUn_KI270528v1,40742,13.6581
chrUn_KI270530v1,72531,33.4553
chrUn_KI270539v1,6615,6.66163
chrUn_KI270538v1,9277615,145.813
chrUn_KI270544v1,112427,93.5333
chrUn_KI270548v1,0,0
chrUn_KI270583v1,244954,174.967
chrUn_KI270587v1,117118,39.447
chrUn_KI270580v1,288119,185.524
chrUn_KI270581v1,131477,18.6598
chrUn_KI270579v1,652386,21.0223
chrUn_KI270589v1,2574388,72.731
chrUn_KI270590v1,1693453,361.463
chrUn_KI270584v1,1068427,236.744
chrUn_KI270582v1,334883,51.4888
chrUn_KI270588v1,1080175,175.41
chrUn_KI270593v1,484800,159.421
chrUn_KI270591v1,1547235,266.949
chrUn_KI270330v1,645360,390.654
chrUn_KI270329v1,6307,6.06442
chrUn_KI270334v1,4817,3.5212
