TUMOR MAPPING/ALIGNING SUMMARY,,Total input reads,1572643728,100.00
TUMOR MAPPING/ALIGNING SUMMARY,,Number of duplicate marked reads,127552809,8.11
TUMOR MAPPING/ALIGNING SUMMARY,,Number of duplicate marked and mate reads removed,NA
TUMOR MAPPING/ALIGNING SUMMARY,,Number of unique reads (excl. duplicate marked reads),1445090919,91.89
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with mate sequenced,1572643728,100.00
TUMOR MAPPING/ALIGNING SUMMARY,,Reads without mate sequenced,0,0.00
TUMOR MAPPING/ALIGNING SUMMARY,,QC-failed reads,0,0.00
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads,1540929744,97.98
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads R1,772038666,98.18
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads R2,768891078,97.78
TUMOR MAPPING/ALIGNING SUMMARY,,Number of unique & mapped reads (excl. duplicate marked reads),1413376935,89.87
TUMOR MAPPING/ALIGNING SUMMARY,,Unmapped reads,31713984,2.02
TUMOR MAPPING/ALIGNING SUMMARY,,Singleton reads (itself mapped; mate unmapped),3705878,0.24
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads (itself & mate mapped),1537223866,97.75
TUMOR MAPPING/ALIGNING SUMMARY,,Properly paired reads,1502659044,95.55
TUMOR MAPPING/ALIGNING SUMMARY,,Not properly paired reads (discordant),34564822,2.20
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes,28231328,1.84
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes (MAPQ>=10),15646350,1.02
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [40:inf),1436977610,91.37
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [30:40),5581658,0.35
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [20:30),13203857,0.84
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [10:20),17750314,1.13
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [ 0:10),67416305,4.29
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ NA (Unmapped reads),31713984,2.02
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with indel R1,25170140,3.26
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with indel R2,24499287,3.19
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases,236490021229
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases R1,118256749900
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases R2,118233271329
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped bases R1,116131035013
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped bases R2,115639740858
TUMOR MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R1,768521271,0.66
TUMOR MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R2,2024989348,1.74
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R1,484669224,0.42
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R2,635792095,0.55
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R1 (excl. indels),408684368,0.35
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R2 (excl. indels),562056746,0.49
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases,218010055132,92.19
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases R1,110820774715,93.71
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases R2,107189280417,90.66
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases (excl. dups & clipped bases),205287348491
TUMOR MAPPING/ALIGNING SUMMARY,,Total alignments,1584651465
TUMOR MAPPING/ALIGNING SUMMARY,,Secondary alignments,0
TUMOR MAPPING/ALIGNING SUMMARY,,Supplementary (chimeric) alignments,43721721
TUMOR MAPPING/ALIGNING SUMMARY,,Estimated read length,150.38
TUMOR MAPPING/ALIGNING SUMMARY,,Bases in reference genome,3217346917
TUMOR MAPPING/ALIGNING SUMMARY,,Bases in target bed [% of genome],NA
TUMOR MAPPING/ALIGNING SUMMARY,,Average sequenced coverage over genome,73.50
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: mean,600.00
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: median,593.00
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: standard deviation,152.46
TUMOR MAPPING/ALIGNING SUMMARY,,Provided sex chromosome ploidy,NA
TUMOR MAPPING/ALIGNING SUMMARY,,DRAGEN mapping rate [mil. reads/second],0.74
NORMAL MAPPING/ALIGNING SUMMARY,,Total input reads,724046530,100.00
NORMAL MAPPING/ALIGNING SUMMARY,,Number of duplicate marked reads,47037515,6.50
NORMAL MAPPING/ALIGNING SUMMARY,,Number of duplicate marked and mate reads removed,NA
NORMAL MAPPING/ALIGNING SUMMARY,,Number of unique reads (excl. duplicate marked reads),677009015,93.50
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with mate sequenced,724046530,100.00
NORMAL MAPPING/ALIGNING SUMMARY,,Reads without mate sequenced,0,0.00
NORMAL MAPPING/ALIGNING SUMMARY,,QC-failed reads,0,0.00
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads,708698910,97.88
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads R1,355156162,98.10
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads R2,353542748,97.66
NORMAL MAPPING/ALIGNING SUMMARY,,Number of unique & mapped reads (excl. duplicate marked reads),661661395,91.38
NORMAL MAPPING/ALIGNING SUMMARY,,Unmapped reads,15347620,2.12
NORMAL MAPPING/ALIGNING SUMMARY,,Singleton reads (itself mapped; mate unmapped),1891738,0.26
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads (itself & mate mapped),706807172,97.62
NORMAL MAPPING/ALIGNING SUMMARY,,Properly paired reads,690382224,95.35
NORMAL MAPPING/ALIGNING SUMMARY,,Not properly paired reads (discordant),16424948,2.27
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes,12938688,1.83
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes (MAPQ>=10),7046015,1.00
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [40:inf),661359436,91.34
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [30:40),2598325,0.36
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [20:30),6000231,0.83
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [10:20),8019370,1.11
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [ 0:10),30721548,4.24
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ NA (Unmapped reads),15347620,2.12
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with indel R1,11600369,3.27
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with indel R2,11232816,3.18
NORMAL MAPPING/ALIGNING SUMMARY,,Total bases,108871724292
NORMAL MAPPING/ALIGNING SUMMARY,,Total bases R1,54441227180
NORMAL MAPPING/ALIGNING SUMMARY,,Total bases R2,54430497112
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped bases R1,53421120632
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped bases R2,53169881197
NORMAL MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R1,364592911,0.68
NORMAL MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R2,969280674,1.81
NORMAL MAPPING/ALIGNING SUMMARY,,Mismatched bases R1,226285926,0.42
NORMAL MAPPING/ALIGNING SUMMARY,,Mismatched bases R2,316487657,0.60
NORMAL MAPPING/ALIGNING SUMMARY,,Mismatched bases R1 (excl. indels),191185608,0.36
NORMAL MAPPING/ALIGNING SUMMARY,,Mismatched bases R2 (excl. indels),282573754,0.53
NORMAL MAPPING/ALIGNING SUMMARY,,Q30 bases,99920439759,91.78
NORMAL MAPPING/ALIGNING SUMMARY,,Q30 bases R1,50989126889,93.66
NORMAL MAPPING/ALIGNING SUMMARY,,Q30 bases R2,48931312870,89.90
NORMAL MAPPING/ALIGNING SUMMARY,,Q30 bases (excl. dups & clipped bases),95591815466
NORMAL MAPPING/ALIGNING SUMMARY,,Total alignments,728247005
NORMAL MAPPING/ALIGNING SUMMARY,,Secondary alignments,0
NORMAL MAPPING/ALIGNING SUMMARY,,Supplementary (chimeric) alignments,19548095
NORMAL MAPPING/ALIGNING SUMMARY,,Estimated read length,150.37
NORMAL MAPPING/ALIGNING SUMMARY,,Bases in reference genome,3217346917
NORMAL MAPPING/ALIGNING SUMMARY,,Bases in target bed [% of genome],NA
NORMAL MAPPING/ALIGNING SUMMARY,,Average sequenced coverage over genome,33.84
NORMAL MAPPING/ALIGNING SUMMARY,,Insert length: mean,600.00
NORMAL MAPPING/ALIGNING SUMMARY,,Insert length: median,593.00
NORMAL MAPPING/ALIGNING SUMMARY,,Insert length: standard deviation,152.46
NORMAL MAPPING/ALIGNING SUMMARY,,Provided sex chromosome ploidy,NA
NORMAL MAPPING/ALIGNING SUMMARY,,DRAGEN mapping rate [mil. reads/second],0.34
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Total reads in RG,1572643728,100.00
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Number of duplicate marked reads,127552809,8.11
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Number of duplicate marked and mate reads removed,NA
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Number of unique reads (excl. duplicate marked reads),1445090919,91.89
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with mate sequenced,1572643728,100.00
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads without mate sequenced,0,0.00
TUMOR MAPPING/ALIGNING PER RG,Alice_T,QC-failed reads,0,0.00
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Mapped reads,1540929744,97.98
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Mapped reads R1,772038666,98.18
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Mapped reads R2,768891078,97.78
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Number of unique & mapped reads (excl. duplicate marked reads),1413376935,89.87
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Unmapped reads,31713984,2.02
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Singleton reads (itself mapped; mate unmapped),3705878,0.24
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Paired reads (itself & mate mapped),1537223866,97.75
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Properly paired reads,1502659044,95.55
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Not properly paired reads (discordant),34564822,2.20
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Paired reads mapped to different chromosomes,28231328,1.84
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Paired reads mapped to different chromosomes (MAPQ>=10),15646350,1.02
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with MAPQ [40:inf),1436977610,91.37
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with MAPQ [30:40),5581658,0.35
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with MAPQ [20:30),13203857,0.84
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with MAPQ [10:20),17750314,1.13
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with MAPQ [ 0:10),67416305,4.29
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with MAPQ NA (Unmapped reads),31713984,2.02
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with indel R1,25170140,3.26
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Reads with indel R2,24499287,3.19
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Total bases,236490021229
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Total bases R1,118256749900
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Total bases R2,118233271329
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Mapped bases R1,116131035013
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Mapped bases R2,115639740858
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Soft-clipped bases R1,768521271,0.66
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Soft-clipped bases R2,2024989348,1.74
TUMOR MAPPING/ALIGNING PER RG,Alice_T,Mismatched bases R1,484669224,0.42
