COVERAGE SUMMARY,,Aligned bases,97885414796
COVERAGE SUMMARY,,Aligned bases in genome,97885414796,100.00
COVERAGE SUMMARY,,Average alignment coverage over genome,32.19
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over genome,96.14
COVERAGE SUMMARY,,PCT of genome with coverage [100x: inf),0.14
COVERAGE SUMMARY,,PCT of genome with coverage [ 50x: inf),1.67
COVERAGE SUMMARY,,PCT of genome with coverage [ 20x: inf),92.80
COVERAGE SUMMARY,,PCT of genome with coverage [ 15x: inf),94.83
COVERAGE SUMMARY,,PCT of genome with coverage [ 10x: inf),95.73
COVERAGE SUMMARY,,PCT of genome with coverage [  3x: inf),96.79
COVERAGE SUMMARY,,PCT of genome with coverage [  1x: inf),97.42
COVERAGE SUMMARY,,PCT of genome with coverage [  0x: inf),100.00
COVERAGE SUMMARY,,PCT of genome with coverage [ 50x:100x),1.52
COVERAGE SUMMARY,,PCT of genome with coverage [ 20x: 50x),91.14
COVERAGE SUMMARY,,PCT of genome with coverage [ 15x: 20x),2.03
COVERAGE SUMMARY,,PCT of genome with coverage [ 10x: 15x),0.90
COVERAGE SUMMARY,,PCT of genome with coverage [  3x: 10x),1.06
COVERAGE SUMMARY,,PCT of genome with coverage [  1x:  3x),0.63
COVERAGE SUMMARY,,PCT of genome with coverage [  0x:  1x),2.58
COVERAGE SUMMARY,,Average chr X coverage over genome,31.28
COVERAGE SUMMARY,,Average chr Y coverage over genome,1.56
COVERAGE SUMMARY,,Average mitochondrial coverage over genome,4570.31
COVERAGE SUMMARY,,Average autosomal coverage over genome,32.53
COVERAGE SUMMARY,,Median autosomal coverage over genome,32.63
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over genome,1.00
COVERAGE SUMMARY,,Aligned reads,656545837
COVERAGE SUMMARY,,Aligned reads in genome,656545837,100.00
