TUMOR MAPPING/ALIGNING SUMMARY,,Total input reads,1595122992,100.00
TUMOR MAPPING/ALIGNING SUMMARY,,Number of duplicate marked reads,123432611,7.74
TUMOR MAPPING/ALIGNING SUMMARY,,Number of duplicate marked and mate reads removed,NA
TUMOR MAPPING/ALIGNING SUMMARY,,Number of unique reads (excl. duplicate marked reads),1471690381,92.26
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with mate sequenced,1595122992,100.00
TUMOR MAPPING/ALIGNING SUMMARY,,Reads without mate sequenced,0,0.00
TUMOR MAPPING/ALIGNING SUMMARY,,QC-failed reads,0,0.00
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads,1561732457,97.91
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads R1,782425837,98.10
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads R2,779306620,97.71
TUMOR MAPPING/ALIGNING SUMMARY,,Number of unique & mapped reads (excl. duplicate marked reads),1438299846,90.17
TUMOR MAPPING/ALIGNING SUMMARY,,Unmapped reads,33390535,2.09
TUMOR MAPPING/ALIGNING SUMMARY,,Singleton reads (itself mapped; mate unmapped),3727487,0.23
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads (itself & mate mapped),1558004970,97.67
TUMOR MAPPING/ALIGNING SUMMARY,,Properly paired reads,1523772672,95.53
TUMOR MAPPING/ALIGNING SUMMARY,,Not properly paired reads (discordant),34232298,2.15
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes,26655636,1.71
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes (MAPQ>=10),14621261,0.94
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [40:inf),1451339596,90.99
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [30:40),6007413,0.38
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [20:30),14096443,0.88
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [10:20),18828557,1.18
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [ 0:10),71460448,4.48
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ NA (Unmapped reads),33390535,2.09
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with indel R1,25877530,3.31
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with indel R2,25085927,3.22
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases,239832549694
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases R1,119929815232
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases R2,119902734462
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped bases R1,117683842037
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped bases R2,117193913246
TUMOR MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R1,829488193,0.70
TUMOR MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R2,2013916695,1.71
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R1,509647106,0.43
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R2,702494678,0.60
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R1 (excl. indels),430706151,0.37
TUMOR MAPPING/ALIGNING SUMMARY,,Mismatched bases R2 (excl. indels),626175907,0.53
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases,220546202892,91.96
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases R1,112432859006,93.75
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases R2,108113343886,90.17
TUMOR MAPPING/ALIGNING SUMMARY,,Q30 bases (excl. dups & clipped bases),208703790573
TUMOR MAPPING/ALIGNING SUMMARY,,Total alignments,1607271068
TUMOR MAPPING/ALIGNING SUMMARY,,Secondary alignments,0
TUMOR MAPPING/ALIGNING SUMMARY,,Supplementary (chimeric) alignments,45538611
TUMOR MAPPING/ALIGNING SUMMARY,,Estimated read length,150.35
TUMOR MAPPING/ALIGNING SUMMARY,,Bases in reference genome,3217346917
TUMOR MAPPING/ALIGNING SUMMARY,,Bases in target bed [% of genome],NA
TUMOR MAPPING/ALIGNING SUMMARY,,Average sequenced coverage over genome,74.54
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: mean,603.00
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: median,595.00
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: standard deviation,154.51
TUMOR MAPPING/ALIGNING SUMMARY,,Provided sex chromosome ploidy,NA
