1	249250621	75255832	130590
2	243199373	79743789	134943
3	198022430	61599901	102378
4	191154276	63565459	104522
5	180915260	56382805	91388
6	171115067	54139501	89793
7	159138663	51010897	89203
8	146364022	50724633	88193
9	141213431	39550894	68570
10	135534747	52176094	89946
11	135006516	42763768	77045
12	133851895	41148936	69961
13	115169878	30284354	48982
14	107349540	28109643	47959
15	102531392	25932339	45116
16	90354753	29321494	54352
17	81195210	25907096	50600
18	78077248	25194985	41891
19	59128983	18708823	37127
20	63025520	19040137	36772
21	48129895	12952646	36954
22	51304566	11516261	44030
X	155270560	25201577	46791
Y	59373566	10666625	26671
MT	16569	241564	703
GL000207.1	4262	2442	58
GL000226.1	15008	1342677	1641
GL000229.1	19913	30173	110
GL000231.1	27386	40707	83
GL000210.1	27682	3753	11
GL000239.1	33824	25550	39
GL000235.1	34474	42850	119
GL000201.1	36148	5786	22
GL000247.1	36422	12351	16
GL000245.1	36651	30532	42
GL000197.1	37175	5513	16
GL000203.1	37498	18080	24
GL000246.1	38154	6390	14
GL000249.1	38502	5798	8
GL000196.1	38914	5852	11
GL000248.1	39786	6898	7
GL000244.1	39929	10798	36
GL000238.1	39939	7095	12
GL000202.1	40103	9297	18
GL000234.1	40531	71700	120
GL000232.1	40652	90085	135
GL000206.1	41001	6464	14
GL000240.1	41933	20549	31
GL000236.1	41934	10967	18
GL000241.1	42152	77817	120
GL000243.1	43341	29334	67
GL000242.1	43523	5793	14
GL000230.1	43691	23179	52
GL000237.1	45867	40976	73
GL000233.1	45941	23453	31
GL000204.1	81310	19841	175
GL000198.1	90085	152822	265
GL000208.1	92689	240640	345
GL000191.1	106433	19248	41
GL000227.1	128374	19489	36
GL000228.1	129120	331498	896
GL000214.1	137718	339518	527
GL000221.1	155397	127447	184
GL000209.1	159169	23903	51
GL000218.1	161147	112438	148
GL000220.1	161802	3423303	9450
GL000213.1	164239	25996	53
GL000211.1	166566	65050	117
GL000199.1	169874	2014892	2434
GL000217.1	172149	97334	264
GL000216.1	172294	925149	3397
GL000215.1	172545	21068	42
GL000205.1	174588	196163	306
GL000219.1	179198	221415	514
GL000224.1	179693	443699	781
GL000223.1	180455	27146	71
GL000195.1	182896	223195	327
GL000212.1	186858	670464	70378
GL000222.1	186861	96990	337
GL000200.1	187035	23426	34
GL000193.1	189789	198115	353
GL000194.1	191469	152425	257
GL000225.1	211173	958157	3780
GL000192.1	547496	166862	241
*	0	0	875848
