chr1	135	0.00
chr1	134	0.00
chr1	133	0.00
chr1	132	0.00
chr1	131	0.00
chr1	130	0.00
chr1	129	0.00
chr1	128	0.00
chr1	127	0.00
chr1	126	0.00
chr1	125	0.00
chr1	124	0.00
chr1	123	0.00
chr1	122	0.00
chr1	121	0.00
chr1	120	0.00
chr1	119	0.00
chr1	118	0.01
chr1	117	0.01
chr1	116	0.01
chr1	115	0.01
chr1	114	0.01
chr1	113	0.01
chr1	112	0.01
chr1	111	0.01
chr1	110	0.02
chr1	109	0.02
chr1	108	0.02
chr1	107	0.03
chr1	106	0.03
chr1	105	0.04
chr1	104	0.04
chr1	103	0.05
chr1	102	0.06
chr1	101	0.06
chr1	100	0.07
chr1	99	0.08
chr1	98	0.09
chr1	97	0.10
chr1	96	0.11
chr1	95	0.13
chr1	94	0.14
chr1	93	0.16
chr1	92	0.17
chr1	91	0.19
chr1	90	0.20
chr1	89	0.22
chr1	88	0.23
chr1	87	0.25
chr1	86	0.26
chr1	85	0.28
chr1	84	0.29
chr1	83	0.31
chr1	82	0.32
chr1	81	0.33
chr1	80	0.35
chr1	79	0.36
chr1	78	0.37
chr1	77	0.38
chr1	76	0.39
chr1	75	0.40
chr1	74	0.41
chr1	73	0.41
chr1	72	0.42
chr1	71	0.43
chr1	70	0.43
chr1	69	0.43
chr1	68	0.44
chr1	67	0.44
chr1	66	0.44
chr1	65	0.44
chr1	64	0.44
chr1	63	0.44
chr1	62	0.45
chr1	61	0.45
chr1	60	0.45
chr1	59	0.45
chr1	58	0.45
chr1	57	0.45
chr1	56	0.45
chr1	55	0.46
chr1	54	0.46
chr1	53	0.47
chr1	52	0.48
chr1	51	0.49
chr1	50	0.50
chr1	49	0.51
chr1	48	0.53
chr1	47	0.55
chr1	46	0.57
chr1	45	0.59
chr1	44	0.62
chr1	43	0.65
chr1	42	0.68
chr1	41	0.71
chr1	40	0.74
chr1	39	0.77
chr1	38	0.79
chr1	37	0.82
chr1	36	0.85
chr1	35	0.87
chr1	34	0.90
chr1	33	0.92
chr1	32	0.93
chr1	31	0.95
chr1	30	0.96
chr1	29	0.97
chr1	28	0.98
chr1	27	0.98
chr1	26	0.99
chr1	25	0.99
chr1	24	0.99
chr1	23	0.99
chr1	22	0.99
chr1	21	0.99
chr1	20	0.99
chr1	19	0.99
chr1	18	0.99
chr1	17	0.99
chr1	16	0.99
chr1	15	1.00
chr1	14	1.00
chr1	13	1.00
chr1	12	1.00
chr1	11	1.00
chr1	10	1.00
chr1	9	1.00
chr1	8	1.00
chr1	7	1.00
chr1	6	1.00
chr1	5	1.00
chr1	4	1.00
chr1	3	1.00
chr1	2	1.00
chr1	1	1.00
chr1	0	1.00
chr2	95	0.00
chr2	94	0.00
chr2	93	0.00
chr2	92	0.00
chr2	91	0.00
chr2	90	0.00
chr2	89	0.00
chr2	88	0.00
chr2	87	0.00
chr2	86	0.01
chr2	85	0.01
chr2	84	0.01
chr2	83	0.01
chr2	82	0.01
chr2	81	0.02
chr2	80	0.02
chr2	79	0.02
chr2	78	0.03
chr2	77	0.04
chr2	76	0.05
chr2	75	0.06
chr2	74	0.07
chr2	73	0.09
chr2	72	0.11
chr2	71	0.13
chr2	70	0.16
chr2	69	0.18
chr2	68	0.22
chr2	67	0.25
chr2	66	0.29
chr2	65	0.33
chr2	64	0.37
chr2	63	0.41
chr2	62	0.46
chr2	61	0.51
chr2	60	0.55
chr2	59	0.60
chr2	58	0.64
chr2	57	0.68
chr2	56	0.72
chr2	55	0.76
chr2	54	0.79
chr2	53	0.82
chr2	52	0.85
chr2	51	0.87
chr2	50	0.89
chr2	49	0.91
chr2	48	0.93
chr2	47	0.94
chr2	46	0.95
chr2	45	0.96
chr2	44	0.97
chr2	43	0.97
chr2	42	0.98
