COVERAGE SUMMARY,,Aligned bases,128375116397
COVERAGE SUMMARY,,Aligned bases in genome,128375116397,100.00
COVERAGE SUMMARY,,Average alignment coverage over genome,42.21
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over genome,96.68
COVERAGE SUMMARY,,PCT of genome with coverage [100x: inf),0.24
COVERAGE SUMMARY,,PCT of genome with coverage [ 50x: inf),22.97
COVERAGE SUMMARY,,PCT of genome with coverage [ 20x: inf),93.63
COVERAGE SUMMARY,,PCT of genome with coverage [ 15x: inf),95.68
COVERAGE SUMMARY,,PCT of genome with coverage [ 10x: inf),96.56
COVERAGE SUMMARY,,PCT of genome with coverage [  3x: inf),97.55
COVERAGE SUMMARY,,PCT of genome with coverage [  1x: inf),98.13
COVERAGE SUMMARY,,PCT of genome with coverage [  0x: inf),100.00
COVERAGE SUMMARY,,PCT of genome with coverage [ 50x:100x),22.72
COVERAGE SUMMARY,,PCT of genome with coverage [ 20x: 50x),70.66
COVERAGE SUMMARY,,PCT of genome with coverage [ 15x: 20x),2.05
COVERAGE SUMMARY,,PCT of genome with coverage [ 10x: 15x),0.88
COVERAGE SUMMARY,,PCT of genome with coverage [  3x: 10x),0.99
COVERAGE SUMMARY,,PCT of genome with coverage [  1x:  3x),0.59
COVERAGE SUMMARY,,PCT of genome with coverage [  0x:  1x),1.87
COVERAGE SUMMARY,,Average chr X coverage over genome,21.48
COVERAGE SUMMARY,,Average chr Y coverage over genome,19.87
COVERAGE SUMMARY,,Average mitochondrial coverage over genome,4947.82
COVERAGE SUMMARY,,Average autosomal coverage over genome,43.51
COVERAGE SUMMARY,,Median autosomal coverage over genome,43.64
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over genome,1.00
COVERAGE SUMMARY,,Aligned reads,863260682
COVERAGE SUMMARY,,Aligned reads in genome,863260682,100.00
