# This file was produced by samtools stats (1.10+htslib-1.10.2) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats /home/umccrise/data/sample/Bob_germline/Bob.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	a6baa6e1	1a97a13e	d05ed77a
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	987095020
SN	filtered sequences:	0
SN	sequences:	987095020
SN	is sorted:	1
SN	1st fragments:	493547510
SN	last fragments:	493547510
SN	reads mapped:	982230725
SN	reads mapped and paired:	977478686	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	4864295
SN	reads properly paired:	954973796	# proper-pair bit set
SN	reads paired:	987095020	# paired-end technology bit set
SN	reads duplicated:	94833162	# PCR or optical duplicate bit set
SN	reads MQ0:	61683917	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	148317788346	# ignores clipping
SN	total first fragment length:	74173796167	# ignores clipping
SN	total last fragment length:	74143992179	# ignores clipping
SN	bases mapped:	147591708202	# ignores clipping
SN	bases mapped (cigar):	148897294733	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	14242419738
SN	mismatches:	900770523	# from NM fields
SN	error rate:	6.049609e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	150
SN	maximum length:	151
SN	maximum first fragment length:	151
SN	maximum last fragment length:	151
SN	average quality:	35.4
SN	insert size average:	603.7
SN	insert size standard deviation:	162.6
SN	inward oriented pairs:	478826176
SN	outward oriented pairs:	2084467
SN	pairs with other orientation:	390341
SN	pairs on different chromosomes:	7957227
SN	percentage of properly paired reads (%):	96.7
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	64165	0	0	0	0	0	0	0	0	16494133	0	0	0	0	0	0	0	0	0	0	0	0	0	21310839	0	0	0	0	0	0	0	0	0	0	0	455678373	0
FFQ	2	0	0	238888	0	0	0	0	0	0	0	0	8903385	0	0	0	0	0	0	0	0	0	0	0	0	0	16116118	0	0	0	0	0	0	0	0	0	0	0	468289119	0
FFQ	3	0	0	31368	0	0	0	0	0	0	0	0	7068868	0	0	0	0	0	0	0	0	0	0	0	0	0	14166148	0	0	0	0	0	0	0	0	0	0	0	472281126	0
FFQ	4	0	0	32003	0	0	0	0	0	0	0	0	6476547	0	0	0	0	0	0	0	0	0	0	0	0	0	14056831	0	0	0	0	0	0	0	0	0	0	0	472982129	0
FFQ	5	0	0	26290	0	0	0	0	0	0	0	0	5816807	0	0	0	0	0	0	0	0	0	0	0	0	0	13148148	0	0	0	0	0	0	0	0	0	0	0	474556265	0
FFQ	6	0	0	40667	0	0	0	0	0	0	0	0	5572775	0	0	0	0	0	0	0	0	0	0	0	0	0	12988792	0	0	0	0	0	0	0	0	0	0	0	474945276	0
FFQ	7	0	0	26291	0	0	0	0	0	0	0	0	5415920	0	0	0	0	0	0	0	0	0	0	0	0	0	12898706	0	0	0	0	0	0	0	0	0	0	0	475206593	0
FFQ	8	0	0	26673	0	0	0	0	0	0	0	0	5352703	0	0	0	0	0	0	0	0	0	0	0	0	0	13013813	0	0	0	0	0	0	0	0	0	0	0	475154321	0
FFQ	9	0	0	26297	0	0	0	0	0	0	0	0	5279970	0	0	0	0	0	0	0	0	0	0	0	0	0	13038503	0	0	0	0	0	0	0	0	0	0	0	475202740	0
FFQ	10	0	0	26292	0	0	0	0	0	0	0	0	5257611	0	0	0	0	0	0	0	0	0	0	0	0	0	13041112	0	0	0	0	0	0	0	0	0	0	0	475222495	0
FFQ	11	0	0	26297	0	0	0	0	0	0	0	0	5268624	0	0	0	0	0	0	0	0	0	0	0	0	0	13266834	0	0	0	0	0	0	0	0	0	0	0	474985755	0
FFQ	12	0	0	26290	0	0	0	0	0	0	0	0	5234700	0	0	0	0	0	0	0	0	0	0	0	0	0	13284034	0	0	0	0	0	0	0	0	0	0	0	475002486	0
FFQ	13	0	0	26290	0	0	0	0	0	0	0	0	5193074	0	0	0	0	0	0	0	0	0	0	0	0	0	13278428	0	0	0	0	0	0	0	0	0	0	0	475049718	0
FFQ	14	0	0	26290	0	0	0	0	0	0	0	0	5175898	0	0	0	0	0	0	0	0	0	0	0	0	0	13263066	0	0	0	0	0	0	0	0	0	0	0	475082256	0
FFQ	15	0	0	26324	0	0	0	0	0	0	0	0	5234447	0	0	0	0	0	0	0	0	0	0	0	0	0	13384665	0	0	0	0	0	0	0	0	0	0	0	474902074	0
FFQ	16	0	0	26290	0	0	0	0	0	0	0	0	5502949	0	0	0	0	0	0	0	0	0	0	0	0	0	13818370	0	0	0	0	0	0	0	0	0	0	0	474199901	0
FFQ	17	0	0	26319	0	0	0	0	0	0	0	0	5409668	0	0	0	0	0	0	0	0	0	0	0	0	0	13668894	0	0	0	0	0	0	0	0	0	0	0	474442629	0
FFQ	18	0	0	35653	0	0	0	0	0	0	0	0	5386931	0	0	0	0	0	0	0	0	0	0	0	0	0	13616135	0	0	0	0	0	0	0	0	0	0	0	474508791	0
FFQ	19	0	0	27182	0	0	0	0	0	0	0	0	5663410	0	0	0	0	0	0	0	0	0	0	0	0	0	14086064	0	0	0	0	0	0	0	0	0	0	0	473770854	0
FFQ	20	0	0	26294	0	0	0	0	0	0	0	0	5525673	0	0	0	0	0	0	0	0	0	0	0	0	0	13799791	0	0	0	0	0	0	0	0	0	0	0	474195752	0
FFQ	21	0	0	28831	0	0	0	0	0	0	0	0	5547844	0	0	0	0	0	0	0	0	0	0	0	0	0	13803518	0	0	0	0	0	0	0	0	0	0	0	474167317	0
FFQ	22	0	0	26290	0	0	0	0	0	0	0	0	5715532	0	0	0	0	0	0	0	0	0	0	0	0	0	14042925	0	0	0	0	0	0	0	0	0	0	0	473762763	0
FFQ	23	0	0	29296	0	0	0	0	0	0	0	0	5839984	0	0	0	0	0	0	0	0	0	0	0	0	0	14247753	0	0	0	0	0	0	0	0	0	0	0	473430477	0
FFQ	24	0	0	32700	0	0	0	0	0	0	0	0	5981508	0	0	0	0	0	0	0	0	0	0	0	0	0	14418803	0	0	0	0	0	0	0	0	0	0	0	473114499	0
