TUMOR MAPPING/ALIGNING SUMMARY,,Total input reads,1770304688,100.00
TUMOR MAPPING/ALIGNING SUMMARY,,Number of duplicate marked reads,188744188,10.66
TUMOR MAPPING/ALIGNING SUMMARY,,Number of duplicate marked and mate reads removed,NA
TUMOR MAPPING/ALIGNING SUMMARY,,Number of unique reads (excl. duplicate marked reads),1581560500,89.34
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with mate sequenced,1770304688,100.00
TUMOR MAPPING/ALIGNING SUMMARY,,Reads without mate sequenced,0,0.00
TUMOR MAPPING/ALIGNING SUMMARY,,QC-failed reads,0,0.00
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads,1730211802,97.74
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads R1,866905379,97.94
TUMOR MAPPING/ALIGNING SUMMARY,,Mapped reads R2,863306423,97.53
TUMOR MAPPING/ALIGNING SUMMARY,,Number of unique & mapped reads (excl. duplicate marked reads),1541467614,87.07
TUMOR MAPPING/ALIGNING SUMMARY,,Unmapped reads,40092886,2.26
TUMOR MAPPING/ALIGNING SUMMARY,,Singleton reads (itself mapped; mate unmapped),4374560,0.25
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads (itself & mate mapped),1725837242,97.49
TUMOR MAPPING/ALIGNING SUMMARY,,Properly paired reads,1687154648,95.30
TUMOR MAPPING/ALIGNING SUMMARY,,Not properly paired reads (discordant),38682594,2.19
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes,27979240,1.62
TUMOR MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes (MAPQ>=10),14879908,0.86
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [40:inf),1605121495,90.67
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [30:40),6981982,0.39
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [20:30),16062185,0.91
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [10:20),21247552,1.20
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [ 0:10),80798588,4.56
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with MAPQ NA (Unmapped reads),40092886,2.26
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with indel R1,28004706,3.23
TUMOR MAPPING/ALIGNING SUMMARY,,Reads with indel R2,27114543,3.14
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases,265962476894
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases R1,133013539280
TUMOR MAPPING/ALIGNING SUMMARY,,Total bases R2,132948937614
