chr1	249250621	75255832	130590
chr2	243199373	79743789	134943
chr3	198022430	61599901	102378
chr4	191154276	63565459	104522
chr5	180915260	56382805	91388
chr6	171115067	54139501	89793
chr7	159138663	51010897	89203
chr8	146364022	50724633	88193
chr9	141213431	39550894	68570
chr10	135534747	52176094	89946
chr11	135006516	42763768	77045
chr12	133851895	41148936	69961
chr13	115169878	30284354	48982
chr14	107349540	28109643	47959
chr15	102531392	25932339	45116
chr16	90354753	29321494	54352
chr17	81195210	25907096	50600
chr18	78077248	25194985	41891
chr19	59128983	18708823	37127
chr20	63025520	19040137	36772
chr21	48129895	12952646	36954
chr22	51304566	11516261	44030
chrX	155270560	25201577	46791
chrY	59373566	10666625	26671
chrM	16569	241564	703
*	0	0	875848
